User Reward Progress V1 Campaign ID,User Reward Progress V1 Fp Amount,User Reward Progress V1 Reward Type,User Reward Progress V1 Shop Item ID,User Reward Progress V1 Status,User Reward Progress V1 Total Events,User Reward Progress V1 Total Unique Users
69a98a74089d5fa419da09a3,0,shop_item,69aae1442fd9bd4bb66e5381,AVAILABLE,"55,682","55,682"
69a98a74089d5fa419da09a3,0,shop_item,69ae6bbdcf9cd385db77b27a,AVAILABLE,"55,682","55,682"
69a98a74089d5fa419da09a3,0,shop_item,69aae1442fd9bd4bb66e5381,FAILED,2,2
69a98a74089d5fa419da09a3,0,shop_item,69ae6aeacf9cd385db77b278,IN_PROGRESS,"337,990","337,986"
69a98a74089d5fa419da09a3,0,unknown,,CLAIMED,"6,646","5,843"
69a98a74089d5fa419da09a3,0,unknown,,COMPLETED,"6,610","5,818"
69a98a74089d5fa419da09a3,0,shop_item,69aae1442fd9bd4bb66e5381,IN_PROGRESS,"337,990","337,986"
69a98a74089d5fa419da09a3,500,faceit_points,,EXPIRED,"55,742","54,442"
69a98a74089d5fa419da09a3,0,shop_item,69ae6aeacf9cd385db77b278,EXPIRED,"251,662","228,082"
69a98a74089d5fa419da09a3,"5,000",faceit_points,,IN_PROGRESS,"337,990","337,986"
69a98a74089d5fa419da09a3,0,shop_item,69ae6bbdcf9cd385db77b27a,IN_PROGRESS,"337,990","337,986"
69a98a74089d5fa419da09a3,"5,000",faceit_points,,EXPIRED,"271,632","244,259"
69a98a74089d5fa419da09a3,0,shop_item,69ae6a7dcf9cd385db77b274,IN_PROGRESS,"5,160","5,055"
69a98a74089d5fa419da09a3,0,shop_item,69ae6aeacf9cd385db77b278,FAILED,1,1
69a98a74089d5fa419da09a3,0,shop_item,69aae1442fd9bd4bb66e5381,EXPIRED,"284,968","254,951"
69a98a74089d5fa419da09a3,"5,000",faceit_points,,AVAILABLE,"55,682","55,682"
69a98a74089d5fa419da09a3,500,faceit_points,,IN_PROGRESS,"337,990","337,986"
69a98a74089d5fa419da09a3,500,faceit_points,,COMPLETED,"23,962","23,870"
69a98a74089d5fa419da09a3,500,faceit_points,,AVAILABLE,"55,682","55,682"
69a98a74089d5fa419da09a3,0,shop_item,69ae6aeacf9cd385db77b278,AVAILABLE,"55,682","55,682"
